fecha,folio,total,rfc,receptor,uuid,nota
2026-02-27 13:15:19,12276,3957.92,OED100311N66,OCEAN EDIFICACIONES,8F86BF05-0EC1-41D4-A4E0-3428F80AD77B,sin combinacion mismo mes
